Path,DSMdv,LC3,Avinf,Lcdate,TOF
368,0.051,174.886,7.773,2033-08-18,7.93
368,0.052,184.587,14.313,2038-10-29,13.8
368,0.062,173.638,13.48,2034-09-02,11.87
368,0.096,172.358,10.849,2038-10-31,10.66
368,0.092,168.864,13.404,2032-10-08,15.0
368,0.001,118.88,17.452,2032-08-29,12.84
368,0.011,124.704,22.283,2032-08-31,12.29
368,0.09,186.663,13.219,2033-10-25,12.76
368,0.017,115.373,6.285,2039-12-13,14.21
368,0.055,219.09,7.001,2035-12-04,11.77
368,0.1,204.551,7.36,2035-12-02,11.71
368,0.095,141.117,11.945,2032-08-23,13.93
368,0.093,123.9,13.514,2032-09-08,10.3
368,0.097,175.089,13.416,2035-10-15,14.05
368,0.099,136.109,11.224,2031-08-29,14.78
368,0.072,180.58,12.284,2032-08-25,13.79
368,0.099,140.456,12.199,2034-10-12,14.43
368,0.097,145.908,17.891,2034-10-16,13.23
368,0.012,171.432,16.712,2033-10-07,6.7
368,0.099,150.172,14.36,2037-11-07,14.28
368,0.041,134.928,9.624,2035-10-21,13.43
368,0.098,130.034,22.42,2033-09-17,10.81
368,0.095,203.864,9.876,2032-11-01,14.53
368,0.08,194.134,18.116,2034-09-18,9.81
368,0.09,134.819,8.072,2039-11-23,13.72
368,0.094,151.26,14.216,2038-11-08,13.8
368,0.061,210.464,16.412,2036-09-19,11.63
368,0.072,174.196,13.383,2032-09-06,13.75
368,0.073,144.941,7.681,2033-10-05,13.82
368,0.07,134.342,16.448,2039-12-15,12.23
368,0.059,163.27,13.796,2032-08-03,9.88
368,0.094,123.667,18.725,2033-09-13,14.08
368,0.1,167.026,14.554,2035-10-07,14.4
368,0.089,179.652,15.072,2032-10-18,13.62
368,0.005,148.26,12.597,2035-10-31,13.73
368,0.064,138.845,6.866,2038-12-04,8.77
368,0.046,133.552,6.79,2031-08-11,10.29
368,0.019,208.249,16.825,2037-10-04,12.41
368,0.096,208.732,17.166,2031-09-04,14.78
368,0.054,180.795,12.848,2032-08-27,10.83
368,0.089,113.88,17.245,2031-08-19,8.58
368,0.093,114.359,11.71,2031-08-19,14.56
368,0.002,153.92,10.273,2036-11-20,10.37
368,0.001,199.269,15.41,2034-08-27,14.64
368,0.051,191.737,13.639,2038-12-24,13.53
368,0.099,130.81,12.352,2032-09-14,14.77
368,0.071,131.995,13.545,2034-10-06,14.47
368,0.081,149.859,21.944,2038-12-04,11.79
368,0.1,173.943,12.184,2032-08-03,14.9
368,0.03,176.16,10.42,2038-10-31,10.56
368,0.033,152.018,14.131,2031-08-15,14.71
368,0.005,109.551,12.57,2038-12-24,14.03
368,0.039,224.331,12.817,2033-10-29,13.87
368,0.099,128.406,14.698,2039-12-09,10.28
368,0.001,192.389,8.648,2036-12-06,12.08
368,0.067,141.882,13.991,2036-11-08,9.91
368,0.029,135.154,16.371,2036-11-02,9.54
368,0.096,183.012,9.142,2034-11-23,13.73
368,0.075,154.707,6.897,2036-10-11,11.08
368,0.097,140.559,7.749,2032-09-20,8.78
368,0.047,172.945,11.943,2036-12-02,12.81
368,0.049,137.556,23.146,2038-11-22,11.92
368,0.041,154.743,9.91,2038-11-02,14.45
368,0.087,142.16,15.913,2031-09-06,12.04
368,0.099,185.077,15.941,2039-01-13,13.6
368,0.052,187.71,11.378,2034-10-08,13.21
368,0.075,218.286,6.764,2036-11-08,10.89
368,0.081,200.061,12.753,2034-11-23,12.09
368,0.037,131.435,12.21,2033-10-13,13.31
368,0.097,221.353,13.281,2035-12-04,13.96
368,0.066,173.723,21.202,2038-11-08,14.3
368,0.096,198.46,15.078,2031-10-04,12.22
368,0.09,139.791,16.099,2039-01-05,14.77
368,0.098,139.744,18.405,2038-12-06,14.57
368,0.099,219.183,24.081,2032-07-24,12.21
368,0.069,152.75,14.943,2033-10-11,14.37
368,0.054,128.287,12.146,2032-09-10,13.69
368,0.074,148.353,18.468,2035-10-03,13.97
368,0.005,178.03,15.288,2039-11-03,12.56
368,0.092,138.607,8.393,2037-11-15,10.14
368,0.059,203.75,13.489,2035-10-25,12.65
368,0.094,161.599,8.825,2038-12-24,14.47
368,0.004,188.019,7.249,2038-10-23,8.83
368,0.046,216.196,9.693,2038-12-24,8.38
368,0.064,172.696,12.444,2032-08-03,10.64
368,0.004,131.417,11.847,2038-11-26,8.24
368,0.085,135.029,15.323,2037-11-17,12.19
368,0.005,193.534,18.539,2036-11-20,7.96
368,0.001,173.437,11.079,2036-12-02,12.64
368,0.005,167.427,10.792,2035-11-12,11.34
368,0.098,155.806,8.974,2035-10-07,12.86
368,0.067,167.211,7.168,2035-11-12,12.05
368,0.01,141.393,12.553,2037-11-15,14.59
368,0.041,150.639,18.158,2039-12-13,13.65
368,0.031,191.095,7.288,2037-10-06,9.87
368,0.089,150.538,16.225,2039-11-23,13.84
368,0.024,143.321,9.084,2034-10-12,14.29
368,0.041,188.053,16.128,2035-10-03,13.86
368,0.04,120.09,17.261,2037-12-05,14.7
368,0.091,212.441,18.027,2038-11-08,7.61
368,0.001,134.12,8.501,2031-08-09,9.74
368,0.098,155.525,12.546,2036-10-27,13.01
368,0.072,121.57,20.616,2032-08-29,11.48
368,0.098,140.326,15.063,2035-10-25,8.19
368,0.056,195.936,13.497,2035-11-14,12.01
368,0.091,122.622,16.941,2038-12-02,14.84
368,0.1,222.139,12.982,2034-10-08,14.63
368,0.072,130.13,16.607,2031-10-08,14.83
368,0.087,161.134,13.747,2037-10-26,14.79
368,0.01,132.96,21.379,2039-12-05,11.38
368,0.035,159.959,13.589,2034-09-24,11.92
